sale_date,product_id,quantity,sales_price_tax,regular_price_tax,sales_price,regular_price,purchase_price
2021-03-18,133888,2,4990.0,5544.0,4158.0,4620.3704,2993.34
2021-03-18,134200,1,3390.0,3590.0,2825.0,2991.6667,2333.5026
2021-03-18,134358,1,37325.0,46656.0,31104.0,38880.0,30430.0
2021-03-18,139935,5,990.0,1666.0,825.0,1387.963,720.0
2021-03-18,143220,6,2390.0,5544.0,1992.0,4620.3704,1712.49
2021-03-18,145377,4,1190.0,2100.0,992.0,1750.0,860.0
2021-03-18,154557,1,28323.0,35544.0,23602.0,29620.3704,22509.6
2021-03-18,156095,14,3190.0,4100.0,2658.0,3416.6667,2375.0287
2021-03-18,156474,10,24990.0,34989.0,20825.0,29157.4074,20000.0
2021-03-18,156866,2,25990.0,38878.0,21658.0,32398.1481,22419.9999
2021-03-18,157317,2,4713.0,11100.0,3928.0,9250.0,3516.0
2021-03-18,157318,2,4851.5,12211.0,4043.0,10175.9259,3481.2
2021-03-18,161147,1,3990.0,4999.0,3325.0,4165.7407,2200.0
2021-03-19,103851,3,1190.0,1190.0,992.0,991.6667,773.5026
2021-03-19,107645,6,1890.0,4433.0,1575.0,3694.4444,1369.29
2021-03-19,110675,1,2990.0,4054.0,2492.0,3378.7037,1984.6722
2021-03-19,110853,6,3990.0,8322.0,3325.0,6935.1852,2833.7
2021-03-19,110908,3,4991.0,7656.0,4159.0,6379.6333,3860.0
2021-03-19,112377,1,1190.0,1322.0,992.0,1101.8519,644.813
2021-03-19,112437,3,7494.5,9443.0,6245.5,7869.4444,5091.5697
2021-03-19,122363,6,6590.0,15544.0,5492.0,12953.7037,5416.4
2021-03-19,124329,3,2990.0,4100.0,2492.0,3416.6667,1950.0
2021-03-19,125506,4,1490.0,1656.0,1242.0,1379.6296,718.07
2021-03-19,131910,1,9999.0,11110.0,8332.0,9258.3333,6146.1301
2021-03-19,132284,1,24880.0,33322.0,20733.0,27768.5167,21013.94
2021-03-19,132408,28,9990.0,17211.0,8325.0,14342.5926,7368.06
2021-03-19,132842,1,2590.0,3878.0,2158.0,3231.4815,1689.05
2021-03-19,133888,2,4574.0,5544.0,3811.5,4620.3704,2993.34
2021-03-19,134200,2,3490.0,3590.0,2908.5,2991.6667,2333.5026
2021-03-19,134358,2,39657.5,46656.0,33048.0,38880.0,30430.0
2021-03-19,139935,5,990.0,1666.0,825.0,1387.963,720.0
2021-03-19,142254,2,4640.0,7656.0,3866.5,6379.6333,3722.0
2021-03-19,143220,6,2390.0,5544.0,1992.0,4620.3704,1712.49
2021-03-19,145377,8,1190.0,2100.0,992.0,1750.0,860.0
2021-03-19,149306,2,17990.0,24322.0,14992.0,20268.5185,14172.49995
2021-03-19,156095,13,3190.0,4100.0,2658.0,3416.6667,2375.0287
2021-03-19,156474,1,24990.0,34989.0,20825.0,29157.4074,20000.0
2021-03-19,157316,3,3990.0,7767.0,3325.0,6472.2222,2829.0
2021-03-19,157317,12,4990.0,11100.0,4158.0,9250.0,3516.0
2021-03-19,161147,2,3990.0,4999.0,3325.0,4165.7407,2200.0
2021-03-20,107645,4,1890.0,4433.0,1575.0,3694.4444,1369.29
2021-03-20,110853,4,3990.0,8322.0,3325.0,6935.1852,2833.7
2021-03-20,122363,5,6590.0,15544.0,5492.0,12953.7037,5416.4
2021-03-20,125506,1,1490.0,1656.0,1242.0,1379.6296,718.07
2021-03-20,132408,3,9990.0,17211.0,8325.0,14342.5926,9326.664
2021-03-20,134200,1,3390.0,3590.0,2825.0,2991.6667,2333.5026
2021-03-20,143220,3,2390.0,5544.0,1992.0,4620.3704,1712.49
2021-03-20,145377,3,1190.0,2100.0,992.0,1750.0,860.0
2021-03-20,154553,3,19823.0,25544.0,16519.0,21287.037,15754.5
2021-03-20,154557,2,28323.0,35544.0,23602.0,29620.3704,22509.6
2021-03-20,157316,1,3990.0,7767.0,3325.0,6472.2222,2829.0
2021-03-20,157317,2,4990.0,11100.0,4158.0,9250.0,3516.0
2021-03-20,157318,4,4990.0,12211.0,4158.0,10175.9259,3481.2
2021-03-21,133888,1,4158.0,5544.0,3465.0,4620.3704,2993.336
2021-03-22,103851,1,1190.0,1190.0,992.0,991.6667,773.5026
2021-03-22,107645,2,1890.0,4433.0,1575.0,3694.4444,1369.29
2021-03-22,110853,7,3990.0,8322.0,3325.0,6935.1852,2833.7
2021-03-22,112437,1,6990.0,9443.0,5825.0,7869.4444,5091.5697
2021-03-22,121807,1,1490.0,1490.0,1242.0,1241.6667,1009.47
2021-03-22,122363,1,6590.0,15544.0,5492.0,12953.7037,5416.4
2021-03-22,124329,1,2990.0,4100.0,2492.0,3416.6667,1950.0
2021-03-22,124455,1,20795.0,29443.0,17329.0,24536.1111,16101.3291
2021-03-22,125506,6,1242.0,1656.0,1035.0,1379.6296,718.07
2021-03-22,128194,2,23295.0,32777.0,19412.0,27313.8889,18784.9958
2021-03-22,128772,1,20436.0,27767.0,17030.0,23138.8889,16323.12
2021-03-22,131910,1,7990.0,11110.0,6658.0,9258.3333,6146.1301
2021-03-22,132284,1,27990.0,33322.0,23325.0,27768.5167,21013.94
2021-03-22,132408,7,9990.0,17211.0,8325.0,14342.5926,7368.06
2021-03-22,132842,3,2590.0,3878.0,2158.0,3231.4815,1689.05
2021-03-22,133888,1,4158.0,5544.0,3465.0,4620.3704,2993.34
2021-03-22,139935,3,990.0,1666.0,825.0,1387.963,720.0
2021-03-22,143220,2,2390.0,5544.0,1992.0,4620.3704,1712.49
2021-03-22,145377,5,1190.0,2100.0,992.0,1750.0,860.0
2021-03-22,154553,4,19823.0,25544.0,16519.0,21287.037,15754.5
2021-03-22,154557,1,26658.0,35544.0,22215.0,29620.3704,22509.6
2021-03-22,156474,2,29740.5,34989.0,24784.0,29157.4074,20000.0
2021-03-22,156866,2,29713.0,38878.0,24760.5,32398.1481,22419.99995
2021-03-22,157317,2,4990.0,11100.0,4158.0,9250.0,3516.0
2021-03-22,162102,2,24990.0,33322.0,20825.0,27768.5185,22000.0
2021-03-23,107645,5,1890.0,4433.0,1575.0,3694.4444,1369.29
2021-03-23,110853,2,3768.5,8322.0,3140.5,6935.1852,2833.7
2021-03-23,110908,2,4991.0,7656.0,4159.0,6379.6333,3860.0
2021-03-23,112377,1,1190.0,1322.0,992.0,1101.8519,644.813
2021-03-23,121807,2,1341.0,1490.0,1117.5,1241.6667,1009.47
2021-03-23,122363,4,6590.0,15544.0,5492.0,12953.7037,5416.4
2021-03-23,124455,1,20795.0,29443.0,17329.0,24536.1111,17290.975
2021-03-23,125506,2,1490.0,1656.0,1242.0,1379.6296,718.07
2021-03-23,132284,2,26434.0,33322.0,22028.0,27768.5167,21013.94
2021-03-23,132408,19,9990.0,17211.0,8325.0,14342.5926,7368.06
2021-03-23,133888,5,4158.0,5544.0,3465.0,4620.3704,2993.34
2021-03-23,143220,3,2390.0,5544.0,1992.0,4620.3704,1712.49
2021-03-23,145377,4,1190.0,2100.0,992.0,1750.0,860.0
2021-03-23,154553,1,18658.0,25544.0,15548.0,21287.037,15754.5
2021-03-23,156095,5,3190.0,4100.0,2658.0,3416.6667,2375.0287
2021-03-23,157316,2,3990.0,7767.0,3325.0,6472.2222,2829.0
2021-03-23,157317,3,4990.0,11100.0,4158.0,9250.0,3516.0
2021-03-23,157318,2,4713.0,12211.0,3927.5,10175.9259,3481.2
2021-03-24,103851,5,1190.0,1190.0,992.0,991.6667,773.5026
2021-03-24,106100,1,1790.0,1989.0,1492.0,1657.5,1100.0
2021-03-24,107645,4,1879.5,4433.0,1566.0,3694.4444,1369.29
2021-03-24,110853,4,3990.0,8322.0,3325.0,6935.1852,2833.7
2021-03-24,110908,2,5990.0,7656.0,4992.0,6379.6333,3857.5
2021-03-24,112377,1,992.0,1322.0,827.0,1101.8519,545.61
2021-03-24,121807,5,1490.0,1490.0,1242.0,1241.6667,1009.47
2021-03-24,124329,4,2990.0,4100.0,2492.0,3416.6667,1950.0
2021-03-24,124455,3,20795.0,29443.0,17329.0,24536.1111,17290.975
2021-03-24,125506,2,1242.0,1656.0,1035.0,1379.6296,718.07
2021-03-24,128194,1,21990.0,32777.0,18325.0,27313.8889,18784.9958
2021-03-24,131910,1,8888.0,11110.0,7407.0,9258.3333,6144.7779
2021-03-24,132284,3,24880.0,33322.0,20733.0,27768.5167,21013.94
2021-03-24,132408,6,9990.0,17211.0,8325.0,14342.5926,7368.06
2021-03-24,132842,5,2490.0,3878.0,2075.0,3231.4815,1689.05
2021-03-24,133888,1,4158.0,5544.0,3465.0,4620.3704,2993.34
2021-03-24,134200,1,3590.0,3590.0,2992.0,2991.6667,2333.5026
2021-03-24,136250,1,1990.0,2767.0,1658.0,2305.5583,885.0
2021-03-24,139935,2,1499.0,1666.0,1249.0,1387.963,747.5
2021-03-24,143220,2,2490.0,5544.0,2075.0,4620.3704,1712.49
2021-03-24,145377,5,1190.0,2100.0,992.0,1750.0,860.0
2021-03-24,154557,2,28324.0,35544.0,23603.5,29620.3704,22509.6
2021-03-24,156095,6,3190.0,4100.0,2658.0,3416.6667,2375.0287
2021-03-24,156474,1,24990.0,34989.0,20825.0,29157.4074,20000.0
2021-03-24,157316,3,3990.0,7767.0,3325.0,6472.2222,2829.0
2021-03-24,157317,3,4990.0,11100.0,4158.0,9250.0,3516.0
2021-03-24,157318,2,4990.0,12211.0,4158.0,10175.9259,3481.2
2021-03-24,161147,3,4499.0,4999.0,3749.0,4165.7407,2200.0
2021-03-24,162102,3,24990.0,33322.0,20825.0,27768.5185,22000.0
2021-03-25,103851,3,952.0,1190.0,793.0,991.6667,773.5026
2021-03-25,107645,3,1769.0,4433.0,1474.0,3694.4444,1369.29
2021-03-25,110853,1,3547.0,8322.0,2956.0,6935.1852,2833.7
2021-03-25,110908,1,5990.0,7656.0,4992.0,6379.6333,3722.0
2021-03-25,112437,2,7999.0,9443.0,6666.0,7869.4444,5091.5697
2021-03-25,121807,2,1192.0,1490.0,993.0,1241.6667,1009.47
2021-03-25,124329,2,2824.0,4100.0,2353.5,3416.6667,1875.0
2021-03-25,124455,1,20795.0,29443.0,17329.0,24536.1111,17290.975
2021-03-25,128772,1,20436.0,27767.0,17030.0,23138.8889,16323.12
2021-03-25,132408,3,9990.0,17211.0,8325.0,14342.5926,7368.06
2021-03-25,133888,13,4158.0,5544.0,3465.0,4620.3704,2993.34
2021-03-25,134200,1,2872.0,3590.0,2393.0,2991.6667,2333.5026
2021-03-25,143220,1,2390.0,5544.0,1992.0,4620.3704,1712.49
2021-03-25,145377,4,1190.0,2100.0,992.0,1750.0,860.0
2021-03-25,156095,2,3235.0,4100.0,2695.5,3416.6667,2375.0287
2021-03-25,156474,2,26490.5,34989.0,22075.5,29157.4074,20000.0
2021-03-25,157318,6,4990.0,12211.0,4158.0,10175.9259,3481.2000000000003
2021-03-25,157913,1,5990.0,6656.0,4992.0,5546.3,3380.0
2021-03-25,162102,1,24990.0,33322.0,20825.0,27768.5185,22000.0
2021-03-26,103851,1,952.0,1190.0,793.0,991.6667,773.5026
2021-03-26,107645,4,1990.0,4433.0,1658.0,3694.4444,1369.29
2021-03-26,110853,4,3990.0,8322.0,3325.0,6935.1852,2833.7
2021-03-26,112376,9,336.0,433.0,280.0,361.1111,244.075
2021-03-26,112377,1,992.0,1322.0,827.0,1101.8519,545.61
2021-03-26,121807,6,1490.0,1490.0,1242.0,1241.6667,1009.47
2021-03-26,122363,3,7102.0,15544.0,5918.0,12953.7037,5416.4
2021-03-26,124329,1,2658.0,4100.0,2215.0,3416.6667,1950.0
2021-03-26,124455,2,20795.0,29443.0,17329.0,24536.1111,17290.975
2021-03-26,125506,3,1242.0,1656.0,1035.0,1379.6296,718.07
2021-03-26,128772,2,21713.0,27767.0,18094.0,23138.8889,16323.12
2021-03-26,131910,1,8888.0,11110.0,7407.0,9258.3333,6144.7779
2021-03-26,132284,3,24880.0,33322.0,20733.0,27768.5167,21013.94
2021-03-26,132408,1,9990.0,17211.0,8325.0,14342.5926,7368.06
2021-03-26,132842,4,2490.0,3878.0,2075.0,3231.4815,1689.05
2021-03-26,133888,2,4297.0,5544.0,3581.0,4620.3704,2484.47
2021-03-26,136250,1,1990.0,2767.0,1658.0,2305.5583,885.0
2021-03-26,143220,3,2490.0,5544.0,2075.0,4620.3704,1712.49
2021-03-26,145377,1,1190.0,2100.0,992.0,1750.0,860.0
2021-03-26,154553,2,19824.0,25544.0,16520.0,21287.037,15754.5
2021-03-26,154557,1,29990.0,35544.0,24992.0,29620.3704,22509.6
2021-03-26,156095,4,3280.0,4100.0,2733.0,3416.6667,2375.0287
2021-03-26,157316,1,3990.0,7767.0,3325.0,6472.2222,2829.0
2021-03-26,157317,3,4990.0,11100.0,4158.0,9250.0,3516.0
2021-03-26,157318,4,4990.0,12211.0,4158.0,10175.9259,3481.2
2021-03-26,161147,3,3999.0,4999.0,3332.0,4165.7407,2200.0
2021-03-27,103851,1,1190.0,1190.0,992.0,991.6667,773.5026
2021-03-27,107645,5,1890.0,4433.0,1575.0,3694.4444,1369.29
2021-03-27,110853,4,3990.0,8322.0,3325.0,6935.1852,2833.7
2021-03-27,112377,2,1091.0,1322.0,909.5,1101.8519,644.813
2021-03-27,112437,1,7999.0,9443.0,6666.0,7869.4444,5091.5697
2021-03-27,121807,1,1490.0,1490.0,1242.0,1241.6667,1009.47
2021-03-27,122363,2,7546.0,15544.0,6288.0,12953.7037,5416.4
2021-03-27,124329,1,2658.0,4100.0,2215.0,3416.6667,1950.0
2021-03-27,124455,3,20795.0,29443.0,17329.0,24536.1111,17290.975
2021-03-27,125506,3,1407.0,1656.0,1172.5,1379.6296,718.07
2021-03-27,126707,1,3999.0,4999.0,3332.0,4165.7407,1930.0
2021-03-27,131910,1,8888.0,11110.0,7407.0,9258.3333,6144.7779
2021-03-27,132408,3,9990.0,17211.0,8325.0,14342.5926,7368.06
2021-03-27,132842,2,2490.0,3878.0,2075.0,3231.4815,1689.05
2021-03-27,133888,1,4436.0,5544.0,3697.0,4620.3704,2484.47
2021-03-27,139935,1,1332.0,1666.0,1110.0,1387.963,720.0
2021-03-27,143220,1,2213.0,5544.0,1844.0,4620.3704,1712.49
2021-03-27,145377,3,1190.0,2100.0,992.0,1750.0,860.0
2021-03-27,154553,1,18658.0,25544.0,15548.0,21287.037,15754.5
2021-03-27,156095,3,3280.0,4100.0,2733.0,3416.6667,2375.0287
2021-03-27,157316,2,3990.0,7767.0,3325.0,6472.2222,2829.0
2021-03-27,157317,4,4990.0,11100.0,4158.0,9250.0,3516.0
2021-03-27,157318,1,4990.0,12211.0,4158.0,10175.9259,3481.2
2021-03-27,162102,4,25824.0,33322.0,21520.0,27768.5185,22000.0
2021-03-28,107645,1,1990.0,4433.0,1658.0,3694.4417,1369.29
2021-03-29,103851,2,1071.0,1190.0,892.5,991.6667,773.5026
2021-03-29,107645,5,1990.0,4433.0,1658.0,3694.4444,1369.29
2021-03-29,110853,15,3990.0,8322.0,3325.0,6935.1852,2833.7
2021-03-29,110908,2,5990.0,7656.0,4992.0,6379.6333,3722.0
2021-03-29,112376,17,325.0,433.0,271.0,361.1111,244.075
2021-03-29,112377,1,992.0,1322.0,827.0,1101.8519,545.611
2021-03-29,121807,5,1490.0,1490.0,1242.0,1241.6667,1009.47
2021-03-29,122363,2,7990.0,15544.0,6658.0,12953.7037,5416.4
2021-03-29,124329,1,2658.0,4100.0,2215.0,3416.6667,1950.0
2021-03-29,125506,4,1242.0,1656.0,1035.0,1379.6296,718.07
2021-03-29,128772,1,20436.0,27767.0,17030.0,23138.8889,16323.12
2021-03-29,132284,4,24880.0,33322.0,20733.0,27768.5167,21013.94
2021-03-29,132408,6,9990.0,17211.0,8325.0,14342.5926,7787.76
2021-03-29,132842,3,2490.0,3878.0,2075.0,3231.4815,1689.05
2021-03-29,133888,2,4158.0,5544.0,3465.0,4620.3704,2484.47
2021-03-29,134200,3,3590.0,3590.0,2992.0,2991.6667,2333.5026
2021-03-29,136250,2,1990.0,2767.0,1658.0,2305.5583,885.0
2021-03-29,139935,2,1499.0,1666.0,1249.0,1387.963,720.0
2021-03-29,143220,8,2490.0,5544.0,2075.0,4620.3704,1712.49
2021-03-29,145377,7,1190.0,2100.0,992.0,1750.0,860.0
2021-03-29,154557,3,26658.0,35544.0,22215.0,29620.3704,22509.6
2021-03-29,156095,15,3235.0,4100.0,2695.5,3416.6667,2375.0287
2021-03-29,156474,3,24990.0,34989.0,20825.0,29157.4074,20000.0
2021-03-29,156866,1,31103.0,38878.0,25919.0,32398.1481,22419.9999
2021-03-29,157316,3,3547.0,7767.0,2956.0,6472.2222,2829.0
2021-03-29,157317,2,4990.0,11100.0,4158.0,9250.0,3516.0
2021-03-29,157318,8,4713.0,12211.0,3927.5,10175.9259,3481.2
2021-03-29,161147,3,3749.0,4999.0,3124.0,4165.7407,2200.0
2021-03-29,162102,4,25824.0,33322.0,21520.0,27768.5185,22000.0
2021-03-30,103851,5,1190.0,1190.0,992.0,991.6667,773.5026
2021-03-30,107645,5,1990.0,4433.0,1658.0,3694.4444,1369.29
2021-03-30,110853,6,3990.0,8322.0,3325.0,6935.1852,2833.7
2021-03-30,110908,2,5657.5,7656.0,4715.0,6379.6333,3857.5
2021-03-30,112377,3,992.0,1322.0,827.0,1101.8519,644.813
2021-03-30,121807,1,1192.0,1490.0,993.0,1241.6667,1009.47
2021-03-30,122363,1,7990.0,15544.0,6658.0,12953.7037,5416.4
2021-03-30,124329,5,2658.0,4100.0,2215.0,3416.6667,1950.0
2021-03-30,124455,2,20795.0,29443.0,17329.0,24536.1111,17290.975
2021-03-30,125506,3,1242.0,1656.0,1035.0,1379.6296,718.07
2021-03-30,128772,1,20436.0,27767.0,17030.0,23138.8889,16323.12
2021-03-30,131910,1,8888.0,11110.0,7407.0,9258.3333,6144.7779
2021-03-30,132284,1,24880.0,33322.0,20733.0,27768.5167,21013.94
2021-03-30,132408,2,9990.0,17211.0,8325.0,14342.5926,7787.76
2021-03-30,132842,1,2490.0,3878.0,2075.0,3231.4815,1689.05
2021-03-30,133888,5,4436.0,5544.0,3697.0,4620.3704,2484.47
2021-03-30,134200,5,2872.0,3590.0,2393.0,2991.6667,2333.5026
2021-03-30,134358,1,37325.0,46656.0,31104.0,38880.0,30430.0
2021-03-30,136250,1,1244.0,2767.0,1037.0,2305.5583,885.0
2021-03-30,139935,4,1332.0,1666.0,1110.0,1387.963,720.0
2021-03-30,143220,3,2213.0,5544.0,1844.0,4620.3704,1712.49
2021-03-30,145377,13,1190.0,2100.0,992.0,1750.0,860.0
2021-03-30,154553,6,18658.0,25544.0,15548.0,21287.037,15754.5
2021-03-30,154557,1,26658.0,35544.0,22215.0,29620.3704,22509.6
2021-03-30,156095,32,3280.0,4100.0,2733.0,3416.6667,2375.0287
2021-03-30,156474,3,24990.0,34989.0,20825.0,29157.4074,20000.0
2021-03-30,157316,1,3547.0,7767.0,2956.0,6472.2222,2829.0
2021-03-30,157318,2,4713.0,12211.0,3927.5,10175.9259,3481.2
2021-03-30,162102,4,24990.0,33322.0,20825.0,27768.5185,22000.0
2021-03-31,103851,4,952.0,1190.0,793.0,991.6667,773.5026
2021-03-31,107645,7,1769.0,4433.0,1474.0,3694.4444,1369.29
2021-03-31,110853,4,3547.0,8322.0,2956.0,6935.1852,2833.7
2021-03-31,110908,2,5657.5,7656.0,4715.0,6379.6333,3722.0
2021-03-31,112376,1,347.0,433.0,289.0,361.1111,244.075
2021-03-31,112377,5,1058.0,1322.0,882.0,1101.8519,620.01225
2021-03-31,121807,8,1192.0,1490.0,993.0,1241.6667,1009.47
2021-03-31,122363,2,7102.0,15544.0,5918.0,12953.7037,5416.4
2021-03-31,124329,5,2658.0,4100.0,2215.0,3416.6667,1950.0
2021-03-31,124455,2,24999.0,29443.0,20832.0,24536.1111,17290.975
2021-03-31,125506,1,1324.0,1656.0,1103.0,1379.6296,718.07
2021-03-31,128194,2,23295.0,32777.0,19412.0,27313.8889,18784.9958
2021-03-31,128772,2,20436.0,27767.0,17030.0,23138.8889,16323.12
2021-03-31,131910,2,9443.5,11110.0,7869.5,9258.3333,6144.7779
2021-03-31,132284,1,27990.0,33322.0,23325.0,27768.5167,21013.94
2021-03-31,132408,6,9990.0,17211.0,8325.0,14342.5926,7787.76
2021-03-31,132842,4,2213.0,3878.0,1844.0,3231.4815,1689.05
2021-03-31,134200,5,2872.0,3590.0,2393.0,2991.6667,2333.5026
2021-03-31,134358,2,37325.0,46656.0,31104.0,38880.0,30340.0
2021-03-31,136250,1,1990.0,2767.0,1658.0,2305.5583,885.0
2021-03-31,139935,1,1332.0,1666.0,1110.0,1387.963,720.0
2021-03-31,143220,8,2213.0,5544.0,1844.0,4620.3704,1712.49
2021-03-31,145377,15,1190.0,2100.0,992.0,1750.0,860.0
2021-03-31,149301,1,17990.0,19989.0,14992.0,16657.4083,9750.0
2021-03-31,156095,7,3280.0,4100.0,2733.0,3416.6667,2375.0287
2021-03-31,156474,7,24990.0,34989.0,20825.0,29157.4074,20000.0
2021-03-31,156866,1,27990.0,38878.0,23325.0,32398.1481,22419.9999
2021-03-31,157316,1,3547.0,7767.0,2956.0,6472.2222,2829.0
2021-03-31,157317,2,4990.0,11100.0,4158.0,9250.0,3516.0
2021-03-31,157318,4,4436.0,12211.0,3697.0,10175.9259,3481.2
2021-03-31,161147,2,3999.0,4999.0,3332.0,4165.7407,2200.0
2021-04-01,107645,5,1990.0,4433.0,1658.0,3694.4444,1369.29
2021-04-01,110853,2,3990.0,8322.0,3325.0,6935.1852,3295.0
2021-04-01,112377,2,1190.0,1322.0,992.0,1101.8519,545.61
2021-04-01,121807,5,1192.0,1490.0,993.0,1241.6667,1009.47
2021-04-01,122363,2,7546.0,15544.0,6288.0,12953.7037,5416.4
2021-04-01,128772,2,20436.0,25544.0,17030.0,21287.037,16323.12
2021-04-01,132842,2,2351.5,3878.0,1959.5,3231.4815,1689.05
2021-04-01,133888,2,4158.0,5544.0,3465.0,4620.3704,2484.47
2021-04-01,134200,1,3590.0,3590.0,2992.0,2991.6667,2333.5026
2021-04-01,143220,2,2490.0,5544.0,2075.0,4620.3704,1712.49
2021-04-01,145377,5,1190.0,2100.0,992.0,1750.0,860.0
2021-04-01,149306,1,21890.0,24322.0,18242.0,20268.5185,13400.0
2021-04-01,154557,1,26658.0,33322.0,22215.0,27768.5185,22509.6
2021-04-01,156474,4,24990.0,34989.0,20825.0,29157.4074,20000.0
2021-04-01,156866,1,27990.0,38878.0,23325.0,32398.1481,22419.9999
2021-04-01,157316,2,3990.0,7767.0,3325.0,6472.2222,2829.0
2021-04-01,157317,2,4990.0,11100.0,4158.0,9250.0,3516.0
2021-04-02,103851,6,1190.0,1190.0,992.0,991.6667,773.5026
2021-04-02,107645,3,1990.0,4433.0,1658.0,3694.4444,1369.29
2021-04-02,110675,1,3649.0,4054.0,3041.0,3378.7037,1951.6982
2021-04-02,110853,1,3990.0,8322.0,3325.0,6935.1852,2833.7
2021-04-02,112377,2,1091.0,1322.0,909.5,1101.8519,644.813
2021-04-02,112437,2,7999.0,9443.0,6666.0,7869.4444,5091.5697
2021-04-02,112582,1,23991.0,29989.0,19992.0,24990.7407,18909.0001
2021-04-02,124455,1,22222.0,27777.0,18518.0,23147.2222,17290.975
2021-04-02,125506,2,1366.0,1656.0,1138.5,1379.6296,718.07
2021-04-02,128772,2,22990.0,25544.0,19158.0,21287.037,16323.12
2021-04-02,131910,1,8888.0,11110.0,7407.0,9258.3333,6144.7779
2021-04-02,132408,4,9990.0,17211.0,8325.0,14342.5926,7368.06
2021-04-02,132842,1,2490.0,3878.0,2075.0,3231.4815,1689.05
2021-04-02,133888,2,4158.0,5544.0,3465.0,4620.3704,2484.47
2021-04-02,134200,2,3590.0,3590.0,2992.0,2991.6667,2333.5026
2021-04-02,134358,1,37325.0,46656.0,31104.0,38880.0,30430.0
2021-04-02,142254,1,5741.0,7656.0,4784.0,6379.6333,3722.0
2021-04-02,143220,2,2351.5,5544.0,1959.5,4620.3704,1712.49
2021-04-02,145377,3,1890.0,2100.0,1575.0,1750.0,860.0
2021-04-02,154557,2,26658.0,33322.0,22215.0,27768.5185,22509.6
2021-04-02,156095,6,3485.0,4100.0,2904.0,3416.6667,2361.646
2021-04-02,156474,9,24990.0,34989.0,20825.0,29157.4074,20000.0
2021-04-02,157318,1,4990.0,12211.0,4158.0,10175.9259,3481.2
2021-04-03,124455,1,22222.0,27777.0,18518.0,23147.2222,17290.975
2021-04-03,128194,1,24888.0,31110.0,20740.0,25925.0,18784.9958
2021-04-03,145377,2,1190.0,2100.0,992.0,1750.0,860.0
2021-04-03,149306,1,21890.0,24322.0,18242.0,20268.5185,13400.0
2021-04-03,156866,1,27990.0,38878.0,23325.0,32398.1481,22419.9999
2021-04-05,107645,5,1990.0,4433.0,1658.0,3694.4444,1369.29
2021-04-05,110853,3,3990.0,8322.0,3325.0,6935.1852,2833.7
2021-04-05,122363,2,7990.0,15544.0,6658.0,12953.7037,5416.4
2021-04-05,124329,2,3140.0,4100.0,2617.0,3416.6667,1950.0
2021-04-05,124455,1,22222.0,27777.0,18518.0,23147.2222,17290.975
2021-04-05,125506,2,1366.0,1656.0,1138.5,1379.6296,718.07
2021-04-05,128772,1,20436.0,25544.0,17030.0,21287.037,17261.0
2021-04-05,131910,2,8189.0,11110.0,6824.5,9258.3333,6144.7779
2021-04-05,133888,2,4158.0,5544.0,3465.0,4620.3704,2484.47
2021-04-05,134200,1,3590.0,3590.0,2992.0,2991.6667,2333.5026
2021-04-05,134358,4,37325.0,46656.0,31104.0,38880.0,30430.0
2021-04-05,136250,2,1490.0,2767.0,1241.5,2305.5583,932.5
2021-04-05,143220,5,2490.0,5544.0,2075.0,4620.3704,1712.49
2021-04-05,145377,4,1190.0,2100.0,992.0,1750.0,860.0
2021-04-05,149306,1,21890.0,24322.0,18242.0,20268.5185,13850.0
2021-04-05,154557,1,26658.0,33322.0,22215.0,27768.5185,22509.6
2021-04-05,156095,2,3280.0,4100.0,2733.0,3416.6667,2375.0287
2021-04-05,156474,7,24990.0,34989.0,20825.0,29157.4074,20000.0
