stock_date,product_id,total_stock
2021-06-04,134200,642
2021-11-22,128772,263
2021-01-21,134358,85
2021-03-22,156474,694
2021-06-20,156866,375
2021-10-15,134358,156
2021-02-17,106100,83
2021-01-25,112582,5
2021-01-28,110908,143
2021-04-19,112377,441
2021-07-18,157317,233
2021-09-05,134358,40
2021-06-02,134200,637
2021-09-10,139935,7505
2021-03-17,133888,154
2021-11-06,157318,1090
2021-04-08,132842,545
2021-03-03,134200,645
2021-11-06,149306,221
2021-02-22,107645,549
2021-11-20,164725,2
2021-02-09,156095,2090
2021-10-04,110675,39
2021-01-13,156095,8939
2021-11-25,124329,233
2021-03-07,139935,10141
2021-06-03,157318,33
2021-02-13,156866,466
2021-11-23,132408,161
2021-04-27,157318,151
2021-12-20,156095,6
2021-04-19,154557,74
2021-10-26,128194,22
2021-09-22,134200,603
2021-08-28,157317,203
2021-06-27,162102,228
2021-09-29,157318,509
2021-02-10,125506,670
2021-02-19,103851,552
2021-11-24,110908,74
2021-12-13,156485,51
2021-10-17,156866,18
2021-07-21,112376,706
2021-02-12,145377,653
2021-01-15,132842,93
2021-06-01,143226,404
2021-08-19,126707,13
2021-11-17,134358,37
2021-08-30,161147,331
2021-02-16,157316,5
2021-03-21,110675,427
2021-10-10,145377,24
2021-07-16,143226,413
2021-03-27,156095,270
2021-03-23,132842,519
2021-11-29,161147,228
2021-05-20,110675,2239
2021-07-08,112437,1156
2021-06-03,110908,541
2021-11-24,156474,4
2021-05-11,149301,1777
2021-08-07,143220,699
2021-06-30,131910,336
2021-08-21,132408,318
2021-04-05,110675,413
2021-09-08,136250,675
2021-03-23,157913,573
2021-04-13,156095,108
2021-05-23,110853,33
2021-03-18,121807,142
2021-11-17,149306,199
2021-10-19,134358,161
2021-04-16,132408,313
2021-04-19,132408,313
2021-05-13,156866,312
2021-06-19,112377,569
2021-08-02,110675,68
2021-10-01,128772,266
2021-07-22,157913,372
2021-09-08,134200,664
2021-12-09,149301,1163
2021-04-26,112376,1134
2021-04-09,112582,65
2021-10-28,107645,161
2021-05-04,156866,333
2021-11-21,112437,555
2021-09-03,133888,115
2021-10-08,149301,422
2021-06-13,112377,444
2021-10-16,139935,6684
2021-11-20,110675,826
2021-01-28,157318,87
2021-01-13,145377,333
2021-08-12,149301,600
2021-12-15,124455,7
2021-01-28,156485,10
2021-08-20,156474,27
2021-12-16,134358,230
2021-08-03,163385,90
2021-08-24,162102,210
2021-04-09,139935,8233
2021-04-24,110908,689
2021-12-29,136250,104
2021-10-08,139935,7152
2021-10-08,142254,106
2021-10-03,161147,346
2021-06-27,157318,3
2021-06-27,110908,481
2021-12-07,177925,882
2021-11-07,134358,193
2021-08-31,124329,310
2021-01-14,157318,157
2021-08-08,162102,443
2021-02-06,128772,219
2021-09-26,161147,314
2021-03-03,128772,216
2021-12-08,160649,5
2021-07-06,157316,6
2021-11-01,149301,413
2021-06-06,110853,20
2021-09-11,106100,48
2021-01-31,154553,5
2021-07-11,149306,41
2021-01-09,110908,220
2021-05-29,110853,20
2021-06-02,124455,255
2021-08-27,164725,8
2021-03-23,121807,158
2021-08-22,162102,203
2021-02-06,112377,726
2021-11-30,149301,467
2021-03-21,133888,145
2021-12-13,110853,9
2021-02-07,126707,24
2021-05-02,134358,124
2021-08-01,106100,65
2021-12-10,145377,21
2021-08-15,122363,288
2021-10-27,112377,361
2021-08-08,132408,338
2021-04-24,103851,931
2021-08-11,145377,45
2021-05-20,112582,352
2021-03-20,157316,84
2021-05-24,126707,23
2021-06-24,163385,29
2021-09-20,143220,445
2021-11-09,112376,506
2021-10-05,132284,101
2021-12-12,157316,331
2021-12-06,106100,21
2021-11-13,132842,335
2021-05-26,107645,529
2021-07-31,110908,314
2021-10-21,145377,24
2021-08-12,149306,33
2021-05-08,149301,2175
2021-09-29,122363,236
2021-04-25,112437,1289
2021-03-24,124329,141
2021-09-29,107645,502
2021-12-23,157318,423
2021-03-14,107645,577
2021-03-29,161147,99
2021-04-29,134358,126
2021-04-23,106100,800
2021-09-18,157317,205
2021-12-17,149306,380
2021-08-12,156095,11
2021-10-28,128772,180
2021-07-20,128772,51
2021-12-22,112437,41
2021-07-19,142254,223
2021-12-25,149301,1099
2021-01-29,156095,3748
2021-05-15,133888,49
2021-12-05,133888,132
2021-12-12,156474,4
2021-11-18,112376,449
2021-09-03,156485,36
2021-08-16,128194,71
2021-02-25,132408,440
2021-04-10,143220,672
2021-10-03,136250,279
2021-02-02,157913,743
2021-10-29,161147,267
2021-11-04,156474,4
2021-05-14,154557,4
2021-07-07,112437,1171
2021-06-13,156474,264
2021-09-24,162101,509
2021-07-29,156095,14
2021-03-25,156485,1
2021-08-14,131910,65
2021-08-24,154553,36
2021-04-10,110853,314
2021-09-19,162102,257
2021-01-20,128772,173
2021-03-03,145377,619
2021-01-16,132284,255
2021-10-22,106100,24
2021-05-21,145377,98
2021-01-06,143226,45
2021-11-14,107645,150
2021-07-25,157316,25
2021-01-02,143220,414
2021-03-31,122363,213
2021-12-07,133888,218
2021-12-05,128772,300
2021-11-24,103851,674
2021-04-09,134358,61
2021-05-25,143226,205
2021-04-09,156866,259
2021-10-20,132284,33
2021-09-30,143226,913
2021-11-15,112582,15
2021-08-29,112582,6
2021-04-21,125506,842
2021-12-04,157318,795
2021-09-23,157913,192
2021-07-14,156474,87
2021-01-11,134200,663
2021-10-29,110853,11
2021-09-15,106100,46
2021-03-14,156095,532
2021-12-22,143226,478
2021-01-15,121807,118
2021-04-29,122363,325
2021-05-18,112582,361
2021-11-06,154557,206
2021-04-20,136250,617
2021-02-28,154553,39
2021-03-09,145377,554
2021-06-16,122363,309
2021-06-16,131910,137
2021-05-01,142254,70
2021-09-26,112376,660
2021-03-21,157316,82
2021-01-23,134200,597
2021-11-29,136250,134
2021-09-06,133888,106
2021-04-22,110908,680
2021-03-12,126707,22
2021-05-26,157316,61
2021-09-12,124329,353
2021-01-08,139935,3567
2021-12-07,134200,694
2021-01-24,112377,792
2021-12-21,143220,299
2021-05-07,162101,1604
2021-06-21,112376,887
2021-12-26,154553,3
2021-11-27,134200,652
2021-02-13,149301,580
2021-02-11,107645,504
2021-04-03,143226,885
2021-12-19,156866,101
2021-04-13,126707,24
2021-08-11,132842,399
2021-08-08,156095,11
2021-05-13,136250,594
2021-12-28,162102,134
2021-10-01,149301,545
2021-11-27,132408,75
2021-09-28,162101,353
2021-03-17,143226,2
2021-08-05,128772,96
2021-04-06,145377,628
2021-01-05,143220,369
2021-08-02,154557,160
2021-07-24,156095,20
2021-01-07,145377,266
2021-08-01,124455,14
2021-01-17,145377,340
2021-05-20,143226,275
2021-09-06,110908,142
2021-12-01,126707,467
2021-08-14,122363,292
2021-03-24,139935,9969
2021-03-20,124455,200
2021-06-20,110853,15
2021-12-27,133888,143
2021-09-26,149306,102
2021-05-04,149301,2257
2021-07-27,124455,27
2021-03-17,112377,658
2021-05-23,145377,91
2021-02-02,132284,141
2021-12-09,107645,234
2021-10-02,142254,110
2021-11-24,160649,5
2021-03-05,161147,153
2021-02-21,133888,24
2021-01-07,154553,51
2021-12-23,132284,17
2021-07-18,103851,681
2021-12-27,143226,352
2021-03-24,156095,333
2021-01-29,157913,761
2021-05-04,107645,572
2021-06-08,110908,539
2021-07-02,107645,295
2021-11-08,157317,1045
2021-12-22,157913,555
2021-08-26,132842,303
2021-09-26,134200,572
2021-07-07,156474,104
2021-04-27,131910,89
2021-10-14,145377,22
2021-12-06,110853,9
2021-04-01,156485,27
2021-08-14,112582,64
2021-05-26,156485,41
2021-08-06,125506,403
2021-09-29,163385,270
2021-05-18,128194,20
2021-05-30,156095,21
2021-07-17,126707,24
2021-12-23,132408,172
2021-09-19,132408,423
2021-09-04,134200,678
2021-08-29,157317,200
2021-05-29,161147,517
2021-12-24,143220,278
2021-08-01,134358,138
2021-05-02,133888,64
2021-02-23,156474,774
2021-07-03,157316,6
2021-11-21,156474,4
2021-09-28,163385,271
2021-12-03,112437,170
2021-05-02,128194,101
2021-04-13,112437,1923
2021-09-07,143220,309
2021-05-15,126707,22
2021-01-08,121807,199
2021-04-29,107645,548
2021-05-01,143220,591
2021-07-15,154557,81
2021-10-12,128194,132
2021-07-30,143226,487
2021-05-24,121807,94
2021-02-04,154557,100
2021-11-21,136250,137
2021-03-29,143220,461
2021-05-02,112376,982
2021-05-28,156866,394
2021-01-01,143226,64
2021-07-29,143220,320
2021-03-17,103851,743
2021-03-20,110908,227
2021-08-22,110853,11
2021-08-03,145377,48
2021-02-01,112582,4
2021-06-30,149306,77
2021-08-21,106100,50
2021-10-24,163385,353
2021-12-09,110853,10
2021-07-05,112582,177
2021-11-28,124329,227
2021-07-03,149301,690
2021-11-05,134200,633
2021-08-26,156474,16
2021-01-03,157913,394
2021-12-19,107645,301
2021-11-19,106100,21
2021-07-22,136250,871
2021-05-25,157318,71
2021-02-23,149306,126
2021-10-26,107645,235
2021-08-24,161147,394
2021-08-05,112582,44
2021-01-05,122363,249
2021-03-22,132842,544
2021-09-04,112582,38
2021-10-30,143220,449
2021-05-20,103851,762
2021-12-24,112437,40
2021-03-25,132408,286
2021-04-12,157317,224
2021-08-20,124329,336
2021-11-12,128194,10
2021-06-05,110853,20
2021-06-14,157318,8
2021-04-09,112437,2255
2021-06-21,156866,370
2021-07-02,128772,34
2021-08-31,162101,663
2021-09-05,136250,613
2021-01-14,157913,812
2021-05-07,134358,168
2021-07-12,145377,56
2021-12-06,154553,5
2021-01-28,134358,69
2021-02-26,124455,73
2021-02-15,143226,7
2021-04-26,162102,1558
2021-05-08,110908,356
2021-06-11,112582,1073
2021-02-24,149301,2088
2021-09-26,112582,30
2021-10-17,156095,31
2021-05-24,162101,1547
2021-05-22,132842,590
2021-07-11,131910,187
2021-06-19,157913,454
2021-04-13,107645,507
2021-09-03,128194,30
2021-11-24,162101,805
2021-05-05,157318,174
2021-06-19,121807,142
2021-11-15,136250,148
2021-09-26,125506,397
2021-11-06,132408,358
2021-07-01,132842,866
2021-06-25,124329,264
2021-05-11,157913,499
2021-07-05,157913,269
2021-07-03,156474,123
2021-07-20,124455,32
2021-06-18,112437,1315
2021-10-15,110675,977
2021-04-27,157317,198
2021-05-14,154553,30
2021-10-02,149306,74
2021-08-14,143220,657
2021-06-05,157316,23
2021-06-04,143226,347
2021-03-28,126707,19
2021-03-17,126707,22
2021-02-04,145377,543
2021-01-12,110908,209
2021-05-18,110853,61
2021-10-01,157318,495
2021-06-18,107645,444
2021-11-24,124455,8
2021-10-11,143220,537
2021-12-30,156095,26
2021-02-01,132284,152
2021-08-01,145377,50
2021-05-04,125506,720
2021-01-01,112582,4
2021-01-01,124329,232
2021-11-03,157318,940
2021-08-06,143220,704
2021-02-15,157913,617
2021-07-17,132408,385
2021-01-06,124329,195
2021-10-14,132842,296
2021-07-08,145377,55
2021-06-17,134358,67
2021-08-25,156095,10
2021-01-15,139935,2157
2021-08-25,132842,348
2021-11-26,162101,979
2021-04-19,124329,123
2021-10-05,122363,226
2021-04-10,161147,187
2021-11-27,106100,21
2021-05-23,156095,11
2021-06-20,128194,11
2021-04-29,149306,38
2021-04-11,132284,53
2021-12-13,157913,598
2021-08-03,160649,52
2021-10-31,132284,34
2021-04-03,134200,578
2021-07-04,112437,320
2021-05-22,106100,781
2021-06-13,107645,536
2021-09-27,157317,166
2021-01-27,131910,418
2021-05-31,149301,1813
2021-10-06,143226,878
2021-05-19,134358,138
2021-09-10,110675,51
2021-08-28,143226,347
2021-04-05,157317,281
2021-08-15,110908,310
2021-03-10,132284,99
2021-01-21,145377,251
2021-01-19,132408,275
2021-03-11,133888,166
2021-04-03,107645,359
2021-03-12,157316,223
2021-09-20,156474,5
2021-09-21,133888,123
2021-07-20,149306,72
2021-06-30,124455,110
2021-04-26,134200,555
2021-10-12,161147,319
2021-11-30,132842,458
2021-11-17,112376,445
2021-11-05,157316,577
2021-12-28,143226,342
2021-03-15,122363,314
2021-04-13,157317,226
2021-01-27,134200,593
2021-11-21,134200,596
2021-10-05,139935,7185
2021-06-11,154557,239
2021-07-13,133888,92
2021-03-10,128194,52
2021-07-20,142254,219
2021-05-31,122363,335
2021-01-03,156474,6
2021-04-01,157318,107
2021-11-23,121807,120
2021-09-24,122363,192
2021-01-16,112377,438
2021-08-31,164725,10
2021-12-23,124455,6
2021-06-03,110675,173
2021-07-29,142254,267
2021-01-01,103851,503
2021-02-13,156485,3
2021-05-31,110675,196
2021-08-19,110908,265
2021-06-10,131910,175
2021-07-03,121807,250
2021-02-12,110675,62
2021-04-15,145377,385
2021-01-14,121807,132
2021-05-20,156095,23
2021-07-28,132284,86
2021-11-29,128772,205
2021-09-04,149306,31
2021-11-06,124455,8
2021-03-02,103851,545
2021-02-26,154557,148
2021-11-14,142254,329
2021-01-24,103851,502
2021-07-23,157318,159
2021-10-12,149301,424
2021-04-09,132408,330
2021-03-19,126707,21
2021-05-08,107645,491
2021-01-24,132284,5
2021-12-18,112437,43
2021-02-09,121807,38
2021-03-18,145377,485
2021-11-12,106100,22
2021-01-10,154553,48
2021-11-09,110908,118
2021-12-01,177925,716
2021-11-10,134200,625
2021-10-03,110908,158
2021-04-08,156485,23
2021-04-25,143226,605
2021-01-05,157913,360
2021-08-14,124455,8
2021-07-20,139935,6916
2021-10-08,157318,395
2021-10-15,133888,173
2021-04-22,149306,40
2021-02-17,156474,796
2021-04-15,112377,469
2021-09-08,112376,847
2021-02-17,145377,555
2021-05-06,110853,186
2021-06-05,122363,346
2021-05-20,124329,293
2021-12-25,124455,6
2021-09-15,112376,792
2021-01-24,132408,263
2021-03-07,157316,65
2021-02-03,154557,103
2021-10-26,110675,939
2021-10-04,162102,453
2021-08-08,132284,53
2021-11-13,112377,217
2021-09-20,161147,402
2021-11-23,157316,678
2021-12-14,149301,1340
2021-11-27,156474,4
2021-12-28,142254,32
2021-10-15,103851,703
2021-11-15,156866,157
2021-03-27,157913,572
2021-03-01,156095,1215
2021-11-04,149301,373
2021-04-14,136250,579
2021-03-26,139935,9712
2021-01-19,157317,77
2021-12-19,121807,438
2021-10-16,122363,212
2021-04-28,162101,1590
2021-05-05,112437,1128
2021-07-05,156866,27
2021-07-16,133888,85
2021-09-14,107645,541
2021-06-29,107645,313
2021-12-15,112582,16
2021-12-31,142254,30
2021-07-09,125506,457
2021-11-11,110675,855
2021-12-15,112377,1034
2021-07-18,133888,81
2021-05-13,132842,683
2021-12-14,154557,230
2021-05-06,143220,524
2021-06-28,154557,226
2021-06-22,112437,1303
2021-10-12,143220,509
2021-03-16,121807,193
2021-05-30,161147,517
2021-05-01,154557,17
2021-02-13,132408,454
2021-05-21,136250,634
2021-09-09,154557,48
2021-12-22,112376,1223
2021-12-18,154557,280
2021-07-21,149301,784
2021-04-03,157318,402
2021-06-17,161147,594
2021-10-18,133888,167
2021-09-13,112437,429
2021-12-30,112377,586
2021-06-21,133888,86
2021-06-23,110675,118
2021-08-30,143220,540
2021-01-09,133888,6
2021-08-26,112582,43
2021-07-03,157317,271
2021-12-16,154553,5
2021-12-26,154557,455
2021-07-15,133888,84
2021-11-18,128772,277
2021-04-06,162102,967
2021-02-24,112582,3
2021-04-18,157913,140
2021-05-28,164725,32
2021-12-04,112376,997
2021-11-16,131910,66
2021-03-15,136250,140
2021-10-18,154557,278
2021-11-18,157913,494
2021-05-23,156485,42
2021-06-04,161147,505
2021-02-02,112582,4
2021-07-24,122363,337
2021-02-01,149306,180
2021-05-10,154553,46
2021-04-08,156095,138
2021-12-11,126707,499
2021-08-22,132408,312
2021-04-01,143220,518
2021-11-20,112377,303
2021-09-19,133888,127
2021-02-15,106100,64
2021-11-01,121807,242
2021-07-12,156095,25
2021-12-01,161147,223
2021-12-25,142254,35
2021-07-02,110675,107
2021-12-30,149306,244
2021-09-23,145377,29
2021-06-25,132408,357
2021-08-11,139935,6682
2021-08-14,143226,350
2021-11-03,133888,124
2021-07-30,132842,796
2021-08-08,133888,47
2021-12-17,103851,949
2021-01-18,156866,510
2021-04-12,156095,121
2021-06-04,107645,552
2021-04-16,124455,46
2021-12-06,107645,330
2021-03-08,157318,390
2021-05-20,128772,104
2021-11-03,164725,2
2021-08-23,157318,256
2021-01-25,132408,272
2021-11-10,142254,368
2021-10-02,110853,10
2021-02-16,132284,147
2021-08-24,124329,334
2021-05-19,154553,38
2021-08-14,112376,704
2021-06-03,156866,351
2021-11-10,128772,302
2021-11-25,177925,1158
2021-08-30,136250,1074
2021-03-19,143226,2
2021-04-03,106100,40
2021-05-03,154553,4
2021-12-19,126707,608
2021-03-27,145377,662
2021-09-20,112377,466
2021-06-06,164725,28
2021-03-20,126707,21
2021-12-11,156866,118
2021-12-26,132284,16
2021-01-17,103851,676
2021-04-18,121807,140
2021-06-22,154557,197
2021-09-03,126707,13
2021-11-29,142254,216
2021-11-30,121807,153
2021-06-24,124455,19
2021-03-14,110853,156
2021-12-26,132842,748
2021-07-01,134358,123
2021-12-26,145377,21
2021-02-24,112377,572
2021-06-21,106100,537
2021-02-27,161147,51
2021-03-07,124455,40
2021-01-23,143220,155
2021-09-30,128772,273
2021-07-05,149306,79
2021-02-15,128772,234
2021-01-22,145377,254
2021-05-23,106100,1284
2021-08-08,124329,272
2021-12-15,145377,20
2021-04-10,157316,231
2021-07-08,143220,560
2021-04-08,149306,58
2021-05-28,126707,22
2021-07-09,145377,57
2021-03-12,124329,198
2021-10-13,125506,305
2021-04-11,143226,745
2021-05-27,156474,326
2021-04-01,132842,327
2021-05-04,161147,242
2021-10-07,107645,436
2021-05-11,112376,929
2021-04-25,107645,408
2021-07-31,136250,1176
2021-09-30,156474,4
2021-10-04,107645,493
2021-07-21,133888,88
2021-11-11,133888,107
2021-06-07,110853,18
2021-12-25,112377,665
2021-09-29,162102,483
2021-11-22,154557,241
2021-01-31,132408,447
2021-11-02,107645,175
2021-02-18,121807,7
2021-12-04,126707,401
2021-07-04,112376,729
2021-10-10,132408,383
2021-09-05,110908,149
2021-03-12,125506,1352
2021-02-16,149306,157
2021-09-05,154553,16
2021-04-13,157318,325
2021-05-23,121807,80
2021-08-10,157316,124
2021-04-10,112437,2226
2021-03-14,157913,631
2021-10-09,112437,678
2021-01-14,157317,121
2021-08-14,132284,36
2021-03-08,112437,2513
2021-06-23,110853,13
2021-12-08,121807,31
2021-12-18,106100,20
2021-08-16,156485,44
2021-09-06,112582,34
2021-04-20,128772,21
2021-05-13,107645,350
2021-01-22,106100,89
2021-12-15,136250,116
2021-10-31,106100,22
2021-09-18,133888,129
2021-01-31,110675,69
2021-04-04,156474,562
2021-11-16,103851,418
2021-11-28,126707,490
2021-03-08,134358,28
2021-08-09,149306,57
2021-07-20,112437,641
2021-08-06,156474,22
2021-10-16,132284,81
2021-06-06,143226,323
2021-03-15,125506,1320
2021-07-02,149306,78
2021-03-22,157913,573
2021-01-08,128772,178
2021-12-14,160649,5
2021-09-20,157913,198
2021-06-17,162101,310
2021-10-10,154557,357
2021-08-29,162102,646
2021-06-17,107645,450
2021-09-10,128772,160
2021-08-09,154557,198
2021-06-25,160649,77
2021-02-25,112437,2560
2021-03-28,143220,463
2021-05-31,154553,20
2021-07-10,143226,412
2021-03-17,134200,698
2021-09-27,131910,273
2021-10-22,162101,436
2021-07-13,157318,340
2021-02-14,132284,154
2021-04-16,128194,115
2021-10-22,112377,364
2021-09-29,164725,3
2021-11-08,110853,9
2021-01-03,131910,262
2021-01-02,112377,471
2021-03-12,149301,1657
2021-12-06,139935,4924
2021-01-15,112376,611
2021-07-24,149306,63
2021-12-04,163385,105
2021-04-19,143220,715
2021-10-16,132408,463
2021-08-14,133888,137
2021-08-24,154557,53
2021-07-17,157316,4
2021-05-20,125506,570
2021-09-20,106100,48
2021-04-24,162101,1360
2021-02-02,122363,187
2021-06-14,136250,1072
2021-10-31,157318,1223
2021-09-28,164725,4
2021-10-11,157316,53
2021-07-29,110675,68
2021-12-09,157316,361
2021-04-08,156866,289
2021-06-06,132284,185
2021-02-08,133888,87
2021-11-14,160649,6
2021-05-27,110853,24
2021-09-04,112376,932
2021-08-22,110675,53
2021-08-19,160649,26
2021-09-08,143226,406
2021-05-01,124329,83
2021-04-04,133888,78
2021-04-29,154557,14
2021-04-09,134200,610
2021-09-13,124329,349
2021-07-16,124329,366
2021-04-20,156095,83
2021-02-11,132408,443
2021-10-09,110853,10
2021-01-06,112376,624
2021-06-27,160649,77
2021-10-08,149306,81
2021-11-15,124329,251
2021-06-27,128772,40
2021-09-14,103851,539
2021-10-10,162102,393
2021-01-17,131910,482
2021-01-31,112437,2629
2021-02-10,149301,548
2021-12-07,157318,809
2021-05-22,154553,53
2021-01-19,139935,2712
2021-04-16,133888,71
2021-11-21,154557,253
2021-06-12,142254,264
2021-10-21,112376,593
2021-08-15,156095,11
2021-01-15,154553,30
2021-11-30,156485,28
2021-06-12,156485,36
2021-11-15,154557,182
2021-11-14,126707,384
2021-03-13,156866,3
2021-01-31,133888,86
2021-08-29,124329,318
2021-12-08,112437,157
2021-06-04,112437,835
2021-06-30,154557,211
2021-05-25,122363,296
2021-04-17,122363,364
2021-05-19,124455,354
2021-09-19,121807,154
2021-10-13,149306,77
2021-12-26,133888,157
2021-08-06,107645,821
2021-01-11,124455,86
2021-06-07,132284,177
2021-02-20,149301,1569
2021-06-09,121807,124
2021-03-16,154557,233
2021-11-11,124329,268
2021-12-28,157318,557
2021-03-11,112377,690
2021-06-03,121807,168
2021-05-21,121807,89
2021-02-06,157318,218
2021-01-06,142254,45
2021-01-20,157318,195
2021-10-25,156485,180
2021-05-29,162101,1543
2021-09-07,131910,82
2021-07-25,156485,4
2021-09-13,132284,114
2021-12-20,156866,98
2021-02-03,142254,82
2021-01-09,122363,249
2021-10-04,110853,10
2021-05-30,142254,59
2021-08-08,143226,473
2021-10-30,162102,1351
2021-03-07,112437,1721
2021-03-27,134358,53
2021-02-10,132842,562
2021-07-28,162101,526
2021-04-26,124455,393
2021-08-07,132408,340
2021-06-08,107645,473
2021-11-23,110853,8
2021-11-29,110908,68
2021-08-27,103851,891
2021-02-15,124455,92
2021-02-04,110675,65
2021-01-18,156474,75
2021-10-18,154553,6
2021-05-09,132284,43
2021-05-08,126707,24
2021-01-28,149301,591
2021-07-02,164725,90
2021-04-06,122363,282
2021-02-01,124329,209
2021-09-28,156474,4
2021-12-12,162102,753
2021-04-07,124329,109
2021-06-23,162101,455
2021-08-30,162101,678
2021-06-30,132842,781
2021-12-19,142254,81
2021-12-16,124455,7
2021-04-29,112377,379
2021-03-08,161147,178
2021-12-10,157318,708
2021-10-23,126707,9
2021-01-14,106100,61
2021-11-29,126707,585
2021-04-23,156095,46
2021-08-31,160649,27
2021-12-22,164725,1
2021-02-12,131910,352
2021-08-16,149301,596
2021-08-22,112582,13
2021-03-31,126707,24
2021-07-28,157316,110
2021-04-23,112437,1319
2021-04-29,136250,461
2021-08-03,112437,722
2021-05-21,161147,538
2021-07-02,124455,105
2021-01-13,122363,228
2021-03-16,154553,73
2021-09-27,145377,28
2021-02-15,156866,456
2021-03-30,112376,1149
2021-10-16,133888,168
2021-07-04,162102,211
2021-03-17,122363,256
2021-02-18,128194,153
2021-03-12,143226,2
2021-09-19,112582,31
2021-03-25,132284,24
2021-03-08,132842,459
2021-04-03,143220,542
2021-10-26,157316,16
2021-11-07,126707,41
2021-06-09,134358,122
2021-06-10,149306,102
2021-07-11,110675,93
2021-01-11,157318,195
2021-11-30,134358,32
2021-02-18,110675,55
2021-04-27,112582,399
2021-05-03,145377,169
2021-06-23,134200,650
2021-05-16,134358,147
2021-02-28,132408,440
2021-11-21,112582,29
2021-08-14,110853,10
2021-11-05,121807,179
2021-08-12,134358,100
2021-05-11,134358,158
2021-04-10,145377,471
2021-06-05,139935,8138
2021-05-02,134200,538
2021-08-02,149301,687
2021-08-18,156485,39
2021-07-11,112437,1150
2021-03-18,157317,131
2021-10-16,128194,121
2021-07-09,161147,475
2021-10-31,112376,513
2021-03-12,161147,154
2021-05-27,128772,76
2021-03-04,143220,263
2021-09-29,132408,386
2021-01-23,133888,13
2021-05-12,161147,290
2021-04-08,112582,253
2021-09-13,157318,260
2021-01-26,139935,2645
2021-07-10,112377,368
2021-11-27,133888,91
2021-07-13,142254,302
2021-04-06,157913,569
2021-11-14,132842,338
2021-09-17,121807,161
2021-06-30,134200,624
2021-08-12,106100,57
2021-09-22,161147,350
2021-09-14,122363,247
2021-06-26,145377,60
2021-12-17,132842,837
2021-05-08,112582,383
2021-06-14,154553,74
2021-06-26,157317,202
2021-11-29,156866,128
2021-09-09,121807,196
2021-08-13,112437,460
2021-05-23,157317,147
2021-12-24,161147,331
2021-12-27,131910,12
2021-05-27,112376,735
2021-05-16,157316,65
2021-05-23,112437,579
2021-01-26,156095,4030
2021-05-24,112377,179
2021-05-25,103851,691
2021-08-01,160649,56
2021-03-04,110675,502
2021-07-19,110908,248
2021-02-14,103851,612
2021-11-03,110675,896
2021-06-20,157316,12
2021-07-28,134200,602
2021-07-30,110853,12
2021-09-17,162101,594
2021-07-04,157913,267
2021-05-22,143220,356
2021-12-16,154557,288
2021-05-02,136250,716
2021-12-24,134358,226
2021-07-14,139935,6902
2021-07-24,156866,350
2021-09-06,112376,895
2021-07-20,161147,479
2021-10-16,134200,788
2021-02-04,125506,737
2021-02-19,139935,2292
2021-10-08,110675,30
2021-08-22,161147,254
2021-05-09,124455,3
2021-12-05,156866,19
2021-07-14,163385,60
2021-02-03,122363,208
2021-01-24,145377,249
2021-10-30,142254,170
2021-11-07,107645,181
2021-09-07,164725,11
2021-11-02,156095,21
2021-03-03,110853,212
2021-09-19,112377,490
2021-12-06,124455,7
2021-06-12,143226,256
2021-10-31,161147,257
2021-03-15,156485,1
2021-08-04,163385,88
2021-12-25,143226,440
2021-11-23,143220,301
2021-11-04,162102,1181
2021-03-29,110675,425
2021-03-21,110853,214
2021-04-16,121807,151
2021-01-29,128194,14
2021-10-29,132842,231
2021-11-01,157318,1319
2021-11-08,133888,119
2021-10-27,156095,31
2021-09-13,143220,417
2021-10-20,149306,63
2021-11-09,126707,23
2021-01-28,143226,12
2021-08-03,133888,61
2021-12-13,122363,147
2021-01-01,110675,91
2021-06-09,142254,302
2021-02-23,157318,530
2021-09-18,162102,532
2021-03-17,139935,10038
2021-08-25,156866,246
2021-04-17,154553,27
2021-09-12,122363,231
2021-03-01,110853,287
2021-07-27,121807,236
2021-11-03,157316,593
2021-03-16,124329,199
2021-07-24,112582,147
2021-10-09,160649,10
2021-05-24,128194,12
2021-04-21,132408,276
2021-09-12,132408,390
2021-04-22,125506,832
2021-05-03,112376,984
2021-09-17,142254,170
2021-12-20,154553,4
2021-07-18,134358,77
2021-12-04,128194,15
2021-01-11,112437,1770
2021-03-23,112377,592
2021-09-20,162102,535
2021-02-03,157316,54
2021-09-12,156485,1
2021-11-18,110908,81
2021-08-14,156485,43
2021-11-17,163385,417
2021-09-24,149306,104
2021-01-07,124455,113
2021-09-28,156485,11
2021-07-27,156485,52
2021-08-26,106100,50
2021-07-06,110853,12
2021-06-27,131910,80
2021-07-09,110675,96
2021-05-12,132408,294
2021-09-07,128772,87
2021-03-06,157318,398
2021-04-23,157316,65
2021-12-30,128194,8
2021-07-04,136250,1217
2021-09-01,128194,43
2021-04-27,126707,24
2021-04-30,107645,584
2021-08-10,160649,42
2021-10-02,161147,347
2021-04-14,134200,530
2021-11-08,128194,20
2021-11-07,106100,22
2021-11-04,164725,2
2021-04-12,132284,45
2021-06-23,112377,564
2021-02-28,149301,2008
2021-10-25,156474,5
2021-07-16,136250,1203
2021-07-06,103851,742
2021-05-01,149301,2261
2021-01-04,124329,216
2021-03-01,103851,576
2021-01-22,121807,68
2021-08-15,103851,763
2021-10-11,156095,37
2021-02-08,112377,717
2021-09-25,110853,10
2021-01-21,112377,668
2021-06-22,125506,559
