comp_date,seller_id,product_id,price
2021-01-02,188,112582,26990
2021-01-02,407,112582,23990
2021-01-02,23,122363,5999
2021-01-02,24,122363,13990
2021-01-02,26,122363,13990
2021-01-02,41,122363,7080
2021-01-02,48,122363,13990
2021-01-02,180,122363,6899
2021-01-02,180,122363,7899
2021-01-02,188,122363,7990
2021-01-02,407,122363,6868
2021-01-02,23,124455,23499
2021-01-02,24,124455,19990
2021-01-02,26,124455,23999
2021-01-02,41,124455,21450
2021-01-02,48,124455,23999
2021-01-02,180,124455,20299
2021-01-02,180,124455,23990
2021-01-02,188,124455,23490
2021-01-02,407,124455,20990
2021-01-02,24,126707,4499
2021-01-02,23,124329,3999
2021-01-02,24,124329,2999
2021-01-02,26,124329,2999
2021-01-02,48,124329,2999
2021-01-02,407,124329,2940
2021-01-02,23,128194,23999
2021-01-02,23,128194,26499
2021-01-02,24,128194,26999
2021-01-02,24,128194,28499
2021-01-02,26,128194,26999
2021-01-02,41,128194,24000
2021-01-02,48,128194,26999
2021-01-02,180,128194,23700
2021-01-02,188,128194,26490
2021-01-02,407,128194,23189
2021-01-02,24,156095,3890
2021-01-02,26,156095,3890
2021-01-02,41,156095,4990
2021-01-02,48,156095,3890
2021-01-02,180,156095,4499
2021-01-02,23,128772,21999
2021-01-02,24,128772,21990
2021-01-02,26,128772,21990
2021-01-02,41,128772,21990
2021-01-02,48,128772,21990
2021-01-02,180,128772,24990
2021-01-02,407,128772,20750
2021-01-02,26,134358,41990
2021-01-02,48,134358,41990
2021-01-02,188,134358,41990
2021-01-02,23,132284,29990
2021-01-02,24,132284,29990
2021-01-02,26,132284,29990
2021-01-02,41,132284,26990
2021-01-02,48,132284,29990
2021-01-02,188,132284,29990
2021-01-02,407,132284,25488
2021-01-02,23,132842,2799
2021-01-02,24,132842,3490
2021-01-02,26,132842,3490
2021-01-02,41,132842,2231
2021-01-02,48,132842,3490
2021-01-02,180,132842,2252
2021-01-02,180,132842,2399
2021-01-02,188,132842,2490
2021-01-02,407,132842,2390
2021-01-02,24,132408,11999
2021-01-02,26,132408,15490
2021-01-02,48,132408,15490
2021-01-02,24,133888,3990
2021-01-02,24,142254,4490
2021-01-02,26,142254,6990
2021-01-02,48,142254,6990
2021-01-02,180,142254,4799
2021-01-02,407,142254,5390
2021-01-02,23,112376,999
2021-01-02,24,112376,490
2021-01-02,26,112376,490
2021-01-02,48,112376,490
2021-01-02,188,112376,990
2021-01-02,24,110908,4490
2021-01-02,26,110908,6990
2021-01-02,41,110908,5099
2021-01-02,48,110908,6990
2021-01-02,23,121807,1499
2021-01-02,24,121807,1490
2021-01-02,26,121807,1490
2021-01-02,48,121807,1490
2021-01-02,407,121807,1390
2021-01-02,24,143226,2490
2021-01-02,26,143226,2490
2021-01-02,41,143226,2100
2021-01-02,48,143226,2490
2021-01-02,180,143226,2099
2021-01-02,188,143226,2490
2021-01-02,407,143226,2490
2021-01-02,24,145377,1890
2021-01-02,26,145377,1890
2021-01-02,48,145377,1890
2021-01-02,23,149306,18499
2021-01-02,23,149306,19499
2021-01-02,24,149306,21890
2021-01-02,26,149306,21890
2021-01-02,41,149306,17490
2021-01-02,48,149306,21890
2021-01-02,180,149306,17290
2021-01-02,180,149306,21990
2021-01-02,188,149306,24998
2021-01-02,23,154557,28999
2021-01-02,24,154557,28990
2021-01-02,26,154557,28990
2021-01-02,41,154557,27400
2021-01-02,48,154557,28990
2021-01-02,180,154557,29990
2021-01-02,407,154557,26889
2021-01-02,24,154553,19990
2021-01-02,26,154553,19990
2021-01-02,41,154553,19990
2021-01-02,48,154553,19990
2021-01-02,180,154553,19790
2021-01-02,180,154553,19990
2021-01-02,407,154553,21590
2021-01-02,24,156485,62990
2021-01-02,26,156485,62990
2021-01-02,41,156485,56300
2021-01-02,48,156485,62990
2021-01-02,180,156485,54490
2021-01-02,180,156485,55800
2021-01-02,188,156485,57990
2021-01-02,24,156866,27990
2021-01-02,26,156866,34990
2021-01-02,41,156866,31500
2021-01-02,48,156866,34990
2021-01-02,188,156866,32990
2021-01-02,24,156474,31490
2021-01-02,26,156474,31490
2021-01-02,41,156474,27900
2021-01-02,48,156474,31490
2021-01-02,41,162101,19990
2021-01-02,180,162101,19990
2021-01-02,41,162102,22690
2021-01-02,180,162102,24990
2021-01-02,24,157318,4590
2021-01-02,26,157318,10990
2021-01-02,48,157318,10990
2021-01-02,24,157316,3990
2021-01-02,26,157316,6990
2021-01-02,48,157316,6990
2021-01-02,24,157317,9990
2021-01-02,26,157317,9990
2021-01-02,48,157317,9990
2021-01-03,23,112437,7999
2021-01-03,24,112437,8499
2021-01-03,26,112437,8499
2021-01-03,41,112437,7400
2021-01-03,48,112437,8499
2021-01-03,180,112437,7299
2021-01-03,188,112437,7490
2021-01-03,23,110675,3599
2021-01-03,24,110675,3649
2021-01-03,26,110675,3649
2021-01-03,41,110675,2790
2021-01-03,48,110675,3649
2021-01-03,180,110675,3490
2021-01-03,188,110675,3690
2021-01-03,407,110675,2690
2021-01-03,23,103851,1190
2021-01-03,24,103851,1190
2021-01-03,26,103851,1190
2021-01-03,48,103851,1190
2021-01-03,180,103851,1099
2021-01-03,188,103851,1190
2021-01-03,407,103851,998
2021-01-03,23,107645,1999
2021-01-03,24,107645,3990
2021-01-03,26,107645,3990
2021-01-03,41,107645,1750
2021-01-03,48,107645,3990
2021-01-03,180,107645,1899
2021-01-03,188,107645,1990
2021-01-03,407,107645,2299
2021-01-03,24,110853,3990
2021-01-03,26,110853,7490
2021-01-03,41,110853,5065
2021-01-03,48,110853,7490
2021-01-03,188,110853,5490
2021-01-03,407,110853,4599
2021-01-03,24,112582,25772
2021-01-03,180,112582,27990
2021-01-03,188,112582,26990
2021-01-03,407,112582,23990
2021-01-03,23,122363,5999
2021-01-03,24,122363,13990
2021-01-03,26,122363,13990
2021-01-03,41,122363,7080
2021-01-03,48,122363,13990
2021-01-03,180,122363,7899
2021-01-03,188,122363,7990
2021-01-03,407,122363,6868
2021-01-03,23,124455,23499
2021-01-03,24,124455,19990
2021-01-03,26,124455,23999
2021-01-03,41,124455,21450
2021-01-03,48,124455,23999
2021-01-03,180,124455,20299
2021-01-03,188,124455,23490
2021-01-03,407,124455,20990
2021-01-03,24,126707,4499
2021-01-03,23,124329,3999
2021-01-03,24,124329,2999
2021-01-03,26,124329,2999
2021-01-03,48,124329,2999
2021-01-03,407,124329,2940
2021-01-03,23,128194,26499
2021-01-03,24,128194,26999
2021-01-03,26,128194,26999
2021-01-03,41,128194,24000
2021-01-03,48,128194,26999
2021-01-03,180,128194,23700
2021-01-03,188,128194,26490
2021-01-03,407,128194,23189
2021-01-03,24,156095,3890
2021-01-03,26,156095,3890
2021-01-03,41,156095,4990
2021-01-03,48,156095,3890
2021-01-03,180,156095,4499
2021-01-03,23,128772,21999
2021-01-03,24,128772,21990
2021-01-03,26,128772,21990
2021-01-03,41,128772,21990
2021-01-03,48,128772,21990
2021-01-03,180,128772,24990
2021-01-03,407,128772,20750
2021-01-03,26,134358,41990
2021-01-03,48,134358,41990
2021-01-03,188,134358,41990
2021-01-03,23,132284,29990
2021-01-03,24,132284,29990
2021-01-03,26,132284,29990
2021-01-03,41,132284,26990
2021-01-03,48,132284,29990
2021-01-03,188,132284,29990
2021-01-03,407,132284,25488
2021-01-03,23,132842,2799
2021-01-03,24,132842,3490
2021-01-03,26,132842,3490
2021-01-03,41,132842,2231
2021-01-03,48,132842,3490
2021-01-03,180,132842,2399
2021-01-03,188,132842,2490
2021-01-03,407,132842,2390
2021-01-03,24,132408,11999
2021-01-03,26,132408,15490
2021-01-03,48,132408,15490
2021-01-03,24,133888,3990
2021-01-03,24,142254,4490
2021-01-03,26,142254,6990
2021-01-03,48,142254,6990
2021-01-03,180,142254,4799
2021-01-03,407,142254,5390
2021-01-03,23,112376,999
2021-01-03,24,112376,490
2021-01-03,26,112376,490
2021-01-03,48,112376,490
2021-01-03,188,112376,990
2021-01-03,24,110908,4490
2021-01-03,26,110908,6990
2021-01-03,41,110908,5099
2021-01-03,48,110908,6990
2021-01-03,23,121807,1499
2021-01-03,24,121807,1490
2021-01-03,26,121807,1490
2021-01-03,48,121807,1490
2021-01-03,407,121807,1390
2021-01-03,24,143226,2490
2021-01-03,26,143226,2490
2021-01-03,41,143226,2100
2021-01-03,48,143226,2490
2021-01-03,180,143226,2099
2021-01-03,188,143226,2490
2021-01-03,407,143226,2490
2021-01-03,24,145377,1890
2021-01-03,26,145377,1890
2021-01-03,48,145377,1890
2021-01-03,23,149306,19499
2021-01-03,24,149306,21890
2021-01-03,26,149306,21890
2021-01-03,41,149306,17490
2021-01-03,48,149306,21890
2021-01-03,180,149306,17290
2021-01-03,188,149306,24998
2021-01-03,23,154557,28999
2021-01-03,24,154557,28990
2021-01-03,26,154557,28990
2021-01-03,41,154557,27400
2021-01-03,48,154557,28990
2021-01-03,180,154557,29990
2021-01-03,407,154557,26889
2021-01-03,24,154553,19990
2021-01-03,26,154553,19990
2021-01-03,41,154553,19990
2021-01-03,48,154553,19990
2021-01-03,180,154553,19790
2021-01-03,407,154553,21590
2021-01-03,24,156485,62990
2021-01-03,26,156485,62990
2021-01-03,41,156485,56300
2021-01-03,48,156485,62990
2021-01-03,180,156485,55800
2021-01-03,188,156485,57990
2021-01-03,24,156866,27990
2021-01-03,26,156866,34990
2021-01-03,41,156866,31500
2021-01-03,48,156866,34990
2021-01-03,188,156866,32990
2021-01-03,24,156474,31490
2021-01-03,26,156474,31490
2021-01-03,41,156474,27900
2021-01-03,48,156474,31490
2021-01-03,41,162101,19990
2021-01-03,180,162101,19990
2021-01-03,41,162102,22690
2021-01-03,180,162102,24990
2021-01-03,24,157318,4590
2021-01-03,26,157318,10990
2021-01-03,48,157318,10990
2021-01-03,24,157316,3990
2021-01-03,26,157316,6990
2021-01-03,48,157316,6990
2021-01-03,24,157317,9990
2021-01-03,26,157317,9990
2021-01-03,48,157317,9990
2021-01-04,23,112437,7999
2021-01-04,24,112437,8499
2021-01-04,26,112437,8499
2021-01-04,41,112437,7400
2021-01-04,48,112437,8499
2021-01-04,180,112437,7299
2021-01-04,188,112437,7490
2021-01-04,23,110675,3599
2021-01-04,24,110675,3649
2021-01-04,26,110675,3649
2021-01-04,41,110675,2790
2021-01-04,48,110675,3649
2021-01-04,180,110675,3490
2021-01-04,188,110675,3690
2021-01-04,407,110675,2690
2021-01-04,23,103851,1190
2021-01-04,24,103851,1190
2021-01-04,26,103851,1190
2021-01-04,48,103851,1190
2021-01-04,180,103851,1099
2021-01-04,188,103851,1190
2021-01-04,407,103851,998
2021-01-04,23,107645,1999
2021-01-04,24,107645,3990
2021-01-04,26,107645,3990
2021-01-04,41,107645,1750
2021-01-04,48,107645,3990
2021-01-04,180,107645,1899
2021-01-04,188,107645,1990
2021-01-04,407,107645,2299
2021-01-04,24,110853,3990
2021-01-04,26,110853,7490
2021-01-04,41,110853,5065
2021-01-04,48,110853,7490
2021-01-04,188,110853,5490
2021-01-04,407,110853,4599
2021-01-04,24,112582,23994
2021-01-04,24,112582,25772
2021-01-04,180,112582,27990
2021-01-04,188,112582,26990
2021-01-04,407,112582,23990
2021-01-04,23,122363,5999
2021-01-04,24,122363,13990
2021-01-04,26,122363,13990
2021-01-04,41,122363,7080
2021-01-04,48,122363,13990
2021-01-04,180,122363,7899
2021-01-04,188,122363,7990
2021-01-04,407,122363,6868
2021-01-04,23,124455,23499
2021-01-04,24,124455,19990
2021-01-04,26,124455,23999
2021-01-04,41,124455,21450
2021-01-04,48,124455,23999
2021-01-04,180,124455,20299
2021-01-04,188,124455,23490
2021-01-04,407,124455,20990
2021-01-04,24,126707,4499
2021-01-04,23,124329,3999
2021-01-04,24,124329,2999
2021-01-04,26,124329,2999
2021-01-04,48,124329,2999
2021-01-04,407,124329,2940
2021-01-04,23,128194,26499
2021-01-04,24,128194,26999
2021-01-04,26,128194,26999
2021-01-04,41,128194,24000
2021-01-04,48,128194,26999
2021-01-04,180,128194,23700
2021-01-04,188,128194,26490
2021-01-04,407,128194,23189
2021-01-04,24,156095,3890
2021-01-04,26,156095,3890
2021-01-04,41,156095,4990
2021-01-04,48,156095,3890
2021-01-04,180,156095,4499
2021-01-04,23,128772,21999
2021-01-04,24,128772,21990
2021-01-04,26,128772,21990
2021-01-04,41,128772,21990
2021-01-04,48,128772,21990
2021-01-04,180,128772,24990
2021-01-04,407,128772,20750
2021-01-04,26,134358,41990
2021-01-04,48,134358,41990
2021-01-04,188,134358,41990
2021-01-04,23,132284,29990
2021-01-04,24,132284,29990
2021-01-04,26,132284,29990
2021-01-04,41,132284,26990
2021-01-04,48,132284,29990
2021-01-04,188,132284,29990
2021-01-04,407,132284,25488
2021-01-04,23,132842,2799
2021-01-04,24,132842,3490
2021-01-04,26,132842,3490
2021-01-04,41,132842,2231
2021-01-04,48,132842,3490
2021-01-04,180,132842,2399
2021-01-04,188,132842,2490
2021-01-04,407,132842,2390
2021-01-04,24,132408,11999
2021-01-04,26,132408,15490
2021-01-04,48,132408,15490
2021-01-04,24,133888,3990
2021-01-04,24,142254,4490
2021-01-04,26,142254,6990
2021-01-04,48,142254,6990
2021-01-04,180,142254,4799
2021-01-04,407,142254,5390
2021-01-04,23,112376,999
2021-01-04,24,112376,490
2021-01-04,26,112376,408
2021-01-04,26,112376,490
2021-01-04,48,112376,490
2021-01-04,188,112376,990
2021-01-04,24,110908,4490
2021-01-04,26,110908,6990
2021-01-04,41,110908,5099
2021-01-04,48,110908,6990
2021-01-04,23,121807,1499
2021-01-04,24,121807,1490
2021-01-04,26,121807,1490
2021-01-04,48,121807,1490
2021-01-04,407,121807,1390
2021-01-04,23,143226,2099
2021-01-04,24,143226,2490
2021-01-04,26,143226,2490
2021-01-04,41,143226,2100
2021-01-04,48,143226,2490
2021-01-04,180,143226,2099
2021-01-04,188,143226,2490
2021-01-04,407,143226,2490
2021-01-04,24,145377,1890
2021-01-04,26,145377,1890
2021-01-04,48,145377,1890
2021-01-04,23,149306,19499
2021-01-04,24,149306,21890
2021-01-04,26,149306,21890
2021-01-04,41,149306,17490
2021-01-04,48,149306,21890
2021-01-04,180,149306,17290
2021-01-04,188,149306,24998
2021-01-04,23,154557,28999
2021-01-04,24,154557,28990
2021-01-04,26,154557,28990
2021-01-04,41,154557,27400
2021-01-04,48,154557,28990
2021-01-04,180,154557,29990
2021-01-04,407,154557,26889
2021-01-04,24,154553,19990
2021-01-04,26,154553,19990
2021-01-04,41,154553,19990
2021-01-04,48,154553,19990
2021-01-04,180,154553,19790
2021-01-04,407,154553,21590
2021-01-04,24,156485,62990
2021-01-04,26,156485,62990
2021-01-04,41,156485,56300
2021-01-04,48,156485,62990
2021-01-04,180,156485,55800
2021-01-04,180,156485,57499
2021-01-04,188,156485,57990
2021-01-04,24,156866,27990
2021-01-04,26,156866,34990
2021-01-04,41,156866,31500
2021-01-04,48,156866,34990
2021-01-04,188,156866,32990
2021-01-04,24,156474,31490
2021-01-04,26,156474,31490
2021-01-04,41,156474,27900
2021-01-04,48,156474,31490
2021-01-04,180,156474,26690
2021-01-04,180,156474,27600
2021-01-04,41,162101,19990
2021-01-04,180,162101,19990
2021-01-04,41,162102,22690
2021-01-04,180,162102,24990
2021-01-04,24,157318,4590
2021-01-04,26,157318,10990
2021-01-04,48,157318,10990
2021-01-04,24,157316,3990
2021-01-04,26,157316,6990
2021-01-04,48,157316,6990
2021-01-04,24,157317,9990
2021-01-04,26,157317,9990
2021-01-04,48,157317,9990
2021-01-05,23,112437,7999
2021-01-05,24,112437,8499
2021-01-05,26,112437,8499
2021-01-05,41,112437,7400
2021-01-05,48,112437,8499
2021-01-05,180,112437,7299
2021-01-05,180,112437,7399
2021-01-05,188,112437,7490
2021-01-05,23,110675,3599
2021-01-05,24,110675,3649
2021-01-05,26,110675,3649
2021-01-05,41,110675,2790
2021-01-05,48,110675,3649
2021-01-05,180,110675,3490
2021-01-05,188,110675,3690
2021-01-05,407,110675,2690
2021-01-05,23,103851,1190
2021-01-05,24,103851,1190
2021-01-05,26,103851,1190
2021-01-05,48,103851,1190
2021-01-05,180,103851,1099
2021-01-05,188,103851,1190
2021-01-05,407,103851,998
2021-01-05,23,107645,1999
2021-01-05,24,107645,1990
2021-01-05,26,107645,1990
2021-01-05,26,107645,3990
2021-01-05,41,107645,1750
2021-01-05,48,107645,1990
2021-01-05,180,107645,1899
2021-01-05,188,107645,1990
2021-01-05,407,107645,2299
2021-01-05,24,110853,3990
2021-01-05,26,110853,3990
2021-01-05,26,110853,7490
2021-01-05,41,110853,5065
2021-01-05,48,110853,3990
2021-01-05,188,110853,5490
2021-01-05,407,110853,4599
2021-01-05,24,112582,23994
2021-01-05,180,112582,27990
2021-01-05,188,112582,26990
2021-01-05,407,112582,23990
2021-01-05,23,122363,5999
2021-01-05,23,122363,7999
2021-01-05,24,122363,7990
2021-01-05,26,122363,7990
2021-01-05,26,122363,13990
2021-01-05,41,122363,7080
2021-01-05,48,122363,7990
2021-01-05,180,122363,7899
2021-01-05,188,122363,7990
2021-01-05,407,122363,6868
2021-01-05,23,124455,23499
2021-01-05,24,124455,19990
2021-01-05,26,124455,23999
2021-01-05,41,124455,21450
2021-01-05,48,124455,23999
2021-01-05,180,124455,20299
2021-01-05,180,124455,23599
2021-01-05,188,124455,23490
2021-01-05,407,124455,20990
2021-01-05,24,126707,4499
2021-01-05,23,124329,3999
2021-01-05,24,124329,2999
2021-01-05,26,124329,2999
2021-01-05,48,124329,2999
2021-01-05,407,124329,2990
2021-01-05,23,128194,26499
2021-01-05,24,128194,25498
2021-01-05,26,128194,26999
2021-01-05,41,128194,24000
2021-01-05,48,128194,26999
2021-01-05,180,128194,23700
2021-01-05,188,128194,26490
2021-01-05,407,128194,23189
2021-01-05,24,156095,3890
2021-01-05,26,156095,3890
2021-01-05,41,156095,4990
2021-01-05,48,156095,3890
2021-01-05,180,156095,4499
2021-01-05,23,128772,21999
2021-01-05,24,128772,21990
2021-01-05,26,128772,21990
2021-01-05,41,128772,21990
2021-01-05,48,128772,21990
2021-01-05,180,128772,24990
2021-01-05,407,128772,20750
2021-01-05,26,134358,41990
2021-01-05,48,134358,41990
2021-01-05,188,134358,41990
2021-01-05,23,132284,29990
2021-01-05,24,132284,26990
2021-01-05,26,132284,26990
2021-01-05,26,132284,29990
2021-01-05,41,132284,26990
2021-01-05,48,132284,26990
2021-01-05,188,132284,29990
2021-01-05,407,132284,25488
2021-01-05,24,132842,2490
2021-01-05,26,132842,2490
2021-01-05,26,132842,3490
2021-01-05,41,132842,2231
2021-01-05,48,132842,2490
2021-01-05,180,132842,2399
2021-01-05,188,132842,2490
2021-01-05,407,132842,2390
2021-01-05,24,132408,11999
2021-01-05,26,132408,15490
2021-01-05,48,132408,15490
2021-01-05,24,133888,3990
2021-01-05,24,142254,4490
2021-01-05,26,142254,6990
2021-01-05,48,142254,6990
2021-01-05,180,142254,4799
2021-01-05,407,142254,5390
2021-01-05,23,112376,999
2021-01-05,24,112376,490
2021-01-05,26,112376,408
2021-01-05,48,112376,490
2021-01-05,188,112376,990
2021-01-05,24,110908,4490
2021-01-05,26,110908,6990
2021-01-05,41,110908,5099
2021-01-05,48,110908,6990
2021-01-05,23,121807,1499
2021-01-05,24,121807,1490
2021-01-05,26,121807,1490
2021-01-05,48,121807,1490
2021-01-05,407,121807,1390
2021-01-05,23,143226,2099
2021-01-05,24,143226,2490
2021-01-05,26,143226,2490
2021-01-05,41,143226,2100
2021-01-05,48,143226,2490
2021-01-05,180,143226,2099
2021-01-05,188,143226,2490
2021-01-05,407,143226,2490
2021-01-05,24,145377,1890
2021-01-05,26,145377,1890
2021-01-05,48,145377,1890
2021-01-05,23,149306,19499
2021-01-05,24,149306,21890
2021-01-05,26,149306,21890
2021-01-05,41,149306,17490
2021-01-05,48,149306,21890
2021-01-05,180,149306,17290
2021-01-05,180,149306,18290
2021-01-05,188,149306,24998
2021-01-05,23,154557,28999
2021-01-05,24,154557,28990
2021-01-05,26,154557,28990
2021-01-05,41,154557,27400
2021-01-05,48,154557,28990
2021-01-05,180,154557,29990
2021-01-05,407,154557,26889
2021-01-05,24,154553,19990
2021-01-05,26,154553,19990
2021-01-05,41,154553,19990
2021-01-05,48,154553,19990
2021-01-05,180,154553,19790
2021-01-05,407,154553,21590
2021-01-05,24,156485,62990
2021-01-05,26,156485,62990
2021-01-05,41,156485,56300
2021-01-05,48,156485,62990
2021-01-05,180,156485,57499
2021-01-05,188,156485,57990
2021-01-05,24,156866,27990
2021-01-05,26,156866,34990
2021-01-05,41,156866,31500
2021-01-05,48,156866,34990
2021-01-05,188,156866,32990
2021-01-05,24,156474,31490
2021-01-05,26,156474,31490
2021-01-05,41,156474,27900
2021-01-05,48,156474,31490
2021-01-05,180,156474,27600
2021-01-05,41,162101,19690
2021-01-05,41,162101,19990
2021-01-05,180,162101,19990
2021-01-05,41,162102,22690
2021-01-05,180,162102,24990
2021-01-05,24,157318,4590
2021-01-05,26,157318,4990
2021-01-05,26,157318,10990
2021-01-05,48,157318,4990
2021-01-05,24,157316,3990
